id,preco
265,89679.23770193491
266,70040.01108543885
267,59212.25676550656
268,108491.80490125532
269,73819.55679551157
270,123896.0326137287
271,391720.52736548975
272,188061.10074988895
273,134775.08762777242
274,219450.95656900032
275,110565.60979247357
276,139940.71170251392
277,266848.4818034997
278,199829.9050472048
279,111130.2042881658
280,95777.7745766749
281,80788.4176111102
282,56760.599710455186
283,188265.18347363162
284,88677.38113803504
285,114267.47220165201
286,102020.04057972804
287,264828.52481767524
288,114064.44379004456
289,81998.30246383797
290,218586.738583228
291,84181.50559085513
292,173086.79078747868
293,107160.67136060083
294,59598.84911154702
295,188426.61840971044
296,56103.84656918759
297,125253.10692818022
298,225092.59435174923
299,133970.09565265165
300,152655.7874213307
301,89636.81083581751
302,319412.9205289596
303,50150.87684026709
304,134509.41527822474
305,217030.2012654346
306,104655.62408149592
307,118863.68782364769
308,38060.33315662353
309,117632.13098982388
310,52988.29876651945
311,169402.30913823177
312,141481.02792894474
313,128962.322557506
314,200876.75797669604
315,248859.46219775372
316,119522.87846980795
317,58177.27373285245
318,73007.88393728355
319,123341.23086182712
320,74766.5235577777
321,110612.57924152177
322,76238.03142748543
323,315527.77446649334
324,99457.00854056577
325,69573.49653993403
326,79923.98672709815
327,58151.55628528526
328,102515.64763056052
329,70678.761141786
330,78479.88479321719
331,57286.681542115846
332,242776.4022013174
333,127170.4887280178
334,128569.00900356885
335,72230.86936138745
336,104666.94744263784
337,303603.58373983647
338,55165.12090054312
339,81338.72464137277
340,123261.97029453222
341,97323.32432417585
342,204717.93133459624
343,96132.92580234389
344,128376.65960269833
345,225143.2222382716
346,176765.0415949282
347,141221.65566743453
348,103431.11244025902
349,90395.52381012624
350,66061.92083860963
351,233594.2884429148
352,93886.5537996571
353,188917.00626983197
354,124746.46927369015
355,223510.0836879331
356,100731.84596821443
357,79413.06568596659
358,88556.24992811565
359,103476.4822092694
360,132485.62778024003
361,173279.0555971932
362,69820.02878468855
363,117772.52736342631
364,140914.33323060756
365,87419.4433267617
366,67789.55025440651
367,120252.89729564582
368,65262.14578845087
369,99236.54658645896
370,59060.35866953537
371,496561.6972918268
372,167353.43298909016
373,164050.51400448845
374,163494.86652071273
375,252513.10064800573
376,76258.69587031995
377,44016.32882378223
378,212199.35080913876
379,121905.1644232667
380,62883.77255557061
381,62139.21708733384
382,133925.3805054448
383,106177.43478586186
384,77651.8547067649
385,110857.49527187229
386,124714.14381447929
387,58676.64110643417
388,107842.70239427619
389,71870.68361821902
390,61465.409301444575
391,213077.74161501508
392,88302.97312125922
393,155041.45375893582
394,242394.23005183364
395,158370.8462809593
396,108873.92678556821
397,59891.103956978885
398,70944.30372059977
399,230299.9327637722
400,266362.4091158534
401,234143.66181595274
402,181286.99014806887
403,50317.52844385559
404,57226.51927690632
405,138941.65714649044
406,82293.82254583914
407,456824.35671532236
408,177840.42101617044
409,149377.4240685958
410,138647.1744384382
411,258533.16804068632
412,111445.40730106381
413,156969.68848288918
414,105030.63178384448
415,108895.46363171788
416,144723.00389457226
417,99793.06239818998
418,175091.37256877744
419,122064.88290814684
420,63800.66783278849
421,78849.51761947568
422,53467.92471683536
423,121890.19949703112
424,125755.43589179324
425,86825.78326430195
426,94577.81959259414
427,130276.0568005716
428,95823.59380283309
429,85164.68068084586
430,136000.84642342813
431,90078.3531587548
432,121625.49262096442
433,207159.93787476135
434,154462.57535728865
435,158156.67881649276
436,128048.7956915284
437,173823.56904356924
438,72623.92110553222
439,117206.092746037
440,129314.48875949137
441,259448.74179928223
442,63303.07857475945
443,190516.28537027986
444,34467.29508276031
445,118479.5657676367
446,151531.789242496
447,68202.11518835346
448,152143.33559991163
449,240750.28111305667
450,89986.13814822678
451,117833.47336673431
452,63134.94487371057
453,67678.88288395145
454,72557.56349623878
455,75468.32602832062
456,106713.14462187477
457,120027.33470636347
458,134528.0379536014
459,114430.68391673335
460,77963.65983058995
461,120996.86158163531
462,107978.17356967415
463,322181.7701835212
464,123229.624390434
465,110593.81684506549
466,167170.6781013389
467,128955.19704816329
468,70285.38695694899
469,114253.21536604765
470,69275.78166521557
471,214162.2999166374
472,46431.985022890396
473,126948.14593279253
474,75138.97043487603
475,154894.60587125126
476,158291.89389047032
477,146884.18794048793
478,387488.29683744116
479,238693.28993603695
480,84255.92536868012
481,165343.4342360301
482,239655.1059101101
483,118457.64285562324
484,141563.00575206717
485,132440.24274359818
486,82681.3876961022
487,170871.4373782646
488,110451.04162033492
489,136691.99847116641
490,299336.4900715193
491,129118.07833633886
492,122361.87314052829
493,86110.13378100602
494,136630.44850109064
495,93293.33182062906
496,69795.17159515679
497,156837.65044662624
498,154753.33155942842
499,139877.3824916518
500,83633.21399571329
501,94405.18230067998
502,100756.83127825076
503,69898.57419345752
504,138772.08208470422
505,199973.42132250237
506,157738.4787582319
507,105167.77970677997
508,174109.23183500377
509,104626.70290540058
510,131152.5444772597
511,124279.66813907366
512,50866.021666299064
513,171500.5307369701
514,69511.89446269949
515,135744.7433752212
516,143844.3124893508
517,88070.74589077788
518,75270.43341329039
519,65568.18975653707
520,135858.3484293604
521,111605.64007876934
522,128870.1066822164
523,59462.43041386704
524,66130.24587894851
525,249863.66516999702
526,143033.8283898593
527,90491.37173464523
528,90043.3634547406
529,135141.16168088553
530,95573.85817713036
531,147314.5422425143
532,203152.03485646303
533,78940.00411628185
534,177061.8510245838
535,202140.87746336512
536,118163.14117438644
537,205981.27136094912
538,136191.0312314752
539,157652.83687743396
540,160931.34971024375
541,416260.445907172
542,59529.3384464723
543,181589.5043511004
544,79436.70272640813
545,90308.55451556887
546,104148.1772198949
547,100534.3797406707
548,89319.68540964811
549,150934.7659077565
550,160022.52195591232
551,77588.98424548177
552,135009.5541042252
553,318327.6192034684
554,83481.66023601004
555,118367.3440373429
556,198685.05942275465
557,188502.37941544643
558,134934.53875699439
559,136641.28699117756
560,147555.2829247739
561,126155.88098750623
562,165069.1844136114
563,106174.95552103239
564,93749.47598786214
565,139760.713799079
566,126105.10582257093
567,93347.26339834296
568,302268.8424439423
569,183638.98109505515
570,127843.11435707234
571,223608.95067304603
572,129861.56199943111
573,131144.74644478798
574,155082.78530832892
575,231221.42606263043
576,79318.85002083282
577,371977.9369228668
578,127261.7145776465
579,268945.76235982263
580,108127.72668208022
581,78902.81810364593
582,69059.37351472233
583,129057.0686901004
584,127245.57783200599
585,226618.37837319254
586,101606.55431141867
587,67123.19898198023
588,126373.41037494408
589,141273.99873095952
590,62689.886864626635
591,76419.25416014937
592,322156.4599158922
593,102431.17627486758
594,188015.86910426203
595,151121.11903330922
596,258256.48181266375
597,101003.57060890266
598,112572.33049934356
599,105122.59451427124
600,119421.17661666841
601,240172.7772967445
602,246848.21095788662
603,98717.38601188462
604,139560.9353649043
605,170255.30125993755
606,137261.0511810242
607,88998.34918867864
608,104797.04114998099
609,129836.66106123339
610,265209.22284864
611,283820.6329858585
612,54308.6195125437
613,171584.7905129101
614,77466.06907134205
615,103605.3888041372
616,77592.89931319606
617,182069.29186349755
618,71593.60711962511
619,149309.55363429472
620,85143.82641347733
621,147354.322870357
622,132278.4761233624
623,35611.1048217828
624,128099.14641241037
625,87896.37366788948
626,44176.120823817284
627,201717.71443031658
628,205306.38792360388
629,145260.35176330875
630,232978.2581227868
631,131087.82723544247
632,95312.86593910742
633,157431.21607235874
634,70714.97011253874
635,112465.5024904049
636,45491.02469803669
637,71222.05417759206
638,78052.03541287061
639,121154.03340889065
640,177664.20396468363
641,82692.0697847355
642,99878.42970527284
643,88222.89514737026
644,293210.05120431434
645,98072.50989519224
646,100310.0710420783
647,170707.78186001893
648,93342.2786857378
649,145499.1988756323
650,78016.60284274114
651,144861.48835102574
652,273161.33416854305
653,44945.22063890093
654,66375.77329815074
655,92311.49265705698
656,152634.8132420645
657,157576.86510557495
658,55475.1800696058
659,86524.84961367109
660,193884.59134901184
661,100550.96410172226
662,74685.78443829757
663,166111.75927535896
664,76109.15269436492
665,160728.5057482582
666,263686.7529187106
667,94709.99714750613
668,157138.14843989364
669,131716.90714845495
670,128404.08334595975
671,119846.1645137652
672,49705.317460272185
673,49142.311078094914
674,113149.0185987385
675,157636.7277134806
676,102992.301955435
677,108479.80118325712
678,30267.94531893896
679,96286.85434150789
680,278427.219144882
681,182854.79103947748
682,84996.35911066928
683,282024.5951921752
684,174077.7291325856
685,182273.96263264722
686,121524.42685025682
687,119280.49494241488
688,162292.61269802565
689,96501.99038636053
690,201745.49040388304
691,482200.1520346681
692,123835.74926254322
693,73641.03909920742
694,163492.75516638637
695,272629.709954119
696,104296.03707604858
697,115995.6125958645
698,156205.97816734706
699,57276.54560526913
700,102792.22497771507
701,185713.5773498302
702,94132.65228299843
703,56660.017337754885
704,94902.32130954148
705,204556.72614973437
706,133797.88813142173
707,142034.07514844046
708,131615.06235159052
709,132135.22500853887
710,136015.09293474836
711,164430.49779662525
712,177544.04319408443
713,74664.43140639858
714,166317.9535576369
715,77856.3496129566
716,101350.16638677761
717,106132.66470263767
718,152652.33660400216
719,231068.10376214745
720,102877.53001830021
721,321320.81298348797
722,293038.27642999956
723,205147.78649694068
724,113652.67303520776
725,295450.4105925486
726,141570.38588440325
727,83951.39507597181
728,69138.6079416692
729,119333.72243707321
730,200232.17344940652
731,69406.70112167865
732,75721.12336034453
733,410041.11943754804
734,77871.78645785131
735,288766.7868211751
736,86944.14982569752
737,68431.60504801138
738,94768.43773246872
739,343850.05629416707
740,61331.294324162176
741,119820.97449282194
742,139233.25993753603
743,348998.8491902786
744,249059.15821341763
745,138008.2699040371
746,101030.0431860566
747,118184.98054130079
748,102044.50312044185
749,272859.89009887865
750,103589.00856981725
751,186204.2604905364
752,142577.83982215435
753,195975.9042814661
754,215125.55109009412
755,118865.69585878044
756,149768.02936605777
757,101770.6525737696
758,48071.37740061476
759,101415.11955696509
760,30539.01214376114
761,100244.4001875728
762,136857.56099597664
763,150338.07218526772
764,90439.84664206949
765,62773.8552375881
766,108890.3937457969
767,298033.53517950757
768,228175.7599239891
769,63303.85264233984
770,81752.12103745475
771,178699.221673233
772,106965.73039521139
773,171298.14667506938
774,114733.94921712048
775,171363.4002748616
776,346818.8719909265
777,114567.68606080112
778,75412.29794816133
779,153167.8083267247
780,56739.39604230425
781,66586.13334645283
782,65166.716599953
783,120345.97789792632
784,104713.45673658497
785,154483.74132699994
786,115902.21796402482
787,128140.24993872353
788,85542.48321863546
789,151007.7265152101
790,197395.81819229663
791,40837.66500262528
792,96725.86215303658
793,280329.91105730826
794,228690.46043248245
795,73708.83925967703
796,56283.35917280221
797,86736.7688903826
798,63592.56123694073
799,68364.63854459014
800,90621.32767293761
801,383677.4820681012
802,73367.0355410682
803,277493.1283185818
804,68456.91792811736
805,149612.80238717294
806,79376.30994621488
807,164461.29277791062
808,129348.96061584156
809,49600.298826239174
810,58713.25719455865
811,228671.88388274738
812,75813.15965612423
813,270745.32618751144
814,305962.1044304192
815,102935.06015793487
816,157184.17370771823
817,112906.27011917288
818,162322.6726491957
819,102935.56462979401
820,99751.24480526493
821,107433.23473689357
822,107676.44549465318
823,140398.02097002257
824,134978.322213977
825,79511.48356963121
826,377628.274214623
827,90913.57152912332
828,134605.07020471062
829,106792.05760367471
830,129051.19800981191
831,149513.98407246708
832,89958.34911692241
833,101012.69366603516
834,77800.54237496755
835,116622.24191117125
836,124241.72113415747
837,149795.57510936464
838,55428.632944986035
839,148159.02577657654
840,86355.171815221
841,240433.12130214582
842,136155.590982662
843,243167.18322547807
844,67988.72891275647
845,108173.32475680245
846,88101.28251197968
847,98038.00325095246
848,205435.0644587053
849,110597.18265194542
850,159934.8337330602
851,151370.79003759386
852,129268.11882390681
853,166780.4367872903
854,214112.63468706032
855,37546.14160529573
856,125610.35730040011
857,159682.71628049144
858,117269.26255920951
859,112600.29999537245
860,74519.27384724491
861,244578.41897489876
862,259976.10741733442
863,134047.3780707608
864,104838.98375463611
865,268357.6943637954
866,51554.20155062504
867,62039.467308898005
868,110521.56071418262
869,128071.37563042493
870,88982.44349869463
871,155373.46551476207
872,149822.10206753985
873,95611.20057874481
874,134017.19069954602
875,49782.939043647755
876,54888.707829898536
877,78674.90104035744
878,116161.73766462356
879,86972.63198774407
880,106827.43746172331
881,218736.82377831815
882,115350.46731797616
883,108769.54124142152
884,130541.52424438787
885,133797.07409036017
886,195640.8497832404
887,119669.37130343105
888,119215.25377305369
889,66173.28338673359
890,91306.12462051571
891,57678.839515402724
892,330576.56612153695
893,314260.09929415106
894,79804.45294719776
895,236979.96104417267
896,89199.54303040702
897,209897.18269349847
898,101042.9055057865
899,173264.8393323829
900,239102.08706319178
901,74229.05539619003
902,121427.7516550088
903,64435.43077604168
904,171364.6906040213
905,69792.64074350664
906,126409.13408122785
907,279486.5270381891
908,106998.59335300406
909,64409.98767462386
910,206069.24710615477
911,137306.21746719678
912,301534.32692913164
913,106222.33073216675
914,45852.29340215682
915,131740.12307739715
916,74330.74997909318
917,50437.78449769061
918,146484.78564891114
919,195840.77989941914
920,123577.18127679548
921,153940.04254025553
922,79881.81541146305
923,137456.32713901738
924,157562.81056059638
925,85856.32379134219
926,293573.82727927546
927,168875.08811792295
928,59667.92543189822
929,66812.68610171242
930,98517.73812771568
931,68465.36758580183
932,327942.78583843284
933,422763.78398246935
934,62719.65799524428
935,100304.65144349924
936,214141.53039106473
937,72686.2963904729
938,121923.54619681698
939,131654.10668570225
940,282184.0198908469
941,74545.4300038098
942,129402.42684937056
943,93268.45033105985
944,77296.4468220062
945,179476.96668477482
946,97919.5535661785
947,210782.0157992566
948,118226.69676741873
949,106019.36610602547
950,129233.61134783608
951,117374.52223752403
952,69256.90255219866
953,130497.64807369842
954,94412.00084407629
955,109563.42098011565
956,112913.04709605164
957,81016.35606453397
958,176602.05298789946
959,85816.29656150487
960,76798.13566946439
961,63386.80614103838
962,87950.48457328888
963,83580.60423996636
964,100891.30986205314
965,117888.8671954887
966,131657.89387776647
967,127277.2763926223
968,34256.58248399859
969,295565.85093611083
970,118996.87445000593
971,188304.36507627767
972,87587.16818602275
973,137998.5645728675
974,175168.19955610612
975,151934.1850244341
976,76210.51439993602
977,156447.3579163303
978,255784.44942620324
979,161971.41136420658
980,150454.52893356912
981,67034.17423523041
982,70367.54140267007
983,136613.9275751632
984,202827.34490171506
985,242065.15129187322
986,82401.1484108785
987,248537.60739167078
988,227881.94324883624
989,61834.39886293955
990,113412.22108407402
991,66681.78278390407
992,232465.31541256962
993,118458.9106274735
994,127576.68723787338
995,68911.42366439664
996,97582.24939126402
997,97293.2512996841
998,133889.65459161618
999,120099.68201142235
1000,113790.48978454429
1001,246660.98588796923
1002,95790.11171059594
1003,36705.97218942315
1004,141021.24042669288
1005,96660.95943753739
1006,137377.84543522188
1007,109480.85262375827
1008,71676.00891887689
1009,126082.31344826265
1010,105277.78487691833
1011,60096.078886901945
1012,94688.24431668407
1013,137898.91672328726
1014,115261.47497011196
1015,98231.43883313831
1016,81273.14348949063
1017,95837.13286357949
1018,390830.7130516964
1019,87538.0544779981
1020,94804.00137377858
1021,233976.90734379902
1022,143648.7135463105
1023,92403.9159426625
1024,74235.12822822925
1025,142553.34933046275
1026,227067.84010634667
1027,229475.14228096476
1028,103872.8330124775
1029,277493.28841038555
1030,182078.299302855
1031,66287.77729480981
1032,71844.93938661016
1033,148608.85213366954
1034,331420.0379528885
1035,158841.39688699305
1036,108524.07441008932
1037,92323.13882494057
1038,121648.26917992119
1039,332495.930186696
1040,244618.56831640322
1041,126891.02231392165
1042,113017.80015482387
1043,150456.5405723414
1044,114194.8351294192
1045,89795.38126029381
1046,118954.7676016893
1047,156437.46021384018
1048,219745.9135730139
1049,98702.85338634116
1050,91786.0850007416
1051,138137.35796861528
1052,34991.598463481416
1053,113800.40163643508
1054,117024.9468514159
1055,122235.37905944217
1056,175135.4475281234
1057,125123.73374134178
1058,240833.0696168895
1059,84191.16265585515
1060,81350.94476962194
1061,76188.64031799108
1062,144237.9230164769
1063,173096.60832042448
1064,45605.30987910893
1065,357225.6006276275
1066,226448.1065228217
1067,66982.35126171044
1068,82066.17351356194
1069,173128.758661211
1070,93058.0468921672
1071,78040.96953838959
1072,260700.33262017465
1073,110394.00234409595
1074,120639.9011195366
1075,87756.49681086472
1076,97797.9565210159
1077,90187.08845948904
1078,77910.92330002162
1079,128386.48292009004
1080,72625.29233264635
1081,72773.29631405273
1082,119121.61244269152
1083,190621.50146133837
1084,122439.53619826346
1085,100528.44319795983
1086,146464.5886396313
1087,112762.1488781266
1088,88692.63599873162
1089,171123.97985039622
1090,157394.91933464888
1091,68198.9260688317
1092,111434.21513410221
1093,106795.49011493044
1094,374315.81005654356
1095,143067.97478991048
1096,68142.28751899044
1097,63546.79553657388
1098,229465.59315469317
1099,147398.02588070586
1100,45525.06221740573
1101,150257.75700013206
1102,169713.74759582515
1103,75856.64195800903
1104,67425.5555719726
1105,138455.92713191875
1106,160960.1528687984
1107,101413.62853821558
1108,189593.1208669022
1109,207899.03484055412
1110,384532.0106330657
1111,170270.99362291442
1112,130370.04596818023
1113,298774.4375028794
1114,81512.19672197333
1115,138720.06393508863
1116,77446.32403609029
1117,215703.83386582023
1118,113721.98493121397
1119,176812.04510384428
1120,135186.453366462
1121,172427.93857369994
1122,148161.4553016694
1123,95583.74351586752
1124,158347.17743330248
1125,106418.07971307718
1126,140438.75744792703
1127,179635.17519012126
1128,89834.88098159665
1129,152021.86032969487
1130,108750.55695980573
1131,61065.4683595838
1132,104242.05622941426
1133,124270.28299098507
1134,76267.85993388531
1135,122217.91755014547
1136,39025.94629592518
1137,121810.54020030555
1138,125813.66548928182
1139,147593.1735354896
1140,76962.31439449714
1141,88637.38406897432
1142,102645.8235091657
1143,127226.51394294578
1144,234331.89271155914
1145,214212.6770517095
1146,115966.44905426528
1147,145166.94744048364
1148,183265.47269800553
1149,82376.36130426051
1150,74777.5101545666
1151,187147.6812086658
1152,48342.31467542059
1153,137919.01159511425
1154,138319.63604007382
1155,137157.18369933908
1156,127039.71455192995
1157,129792.49898297671
1158,90432.76983722985
1159,78658.74008647502
1160,67486.1761425534
1161,93425.73298222522
1162,176897.12235882392
1163,78041.79830893083
1164,135055.4111091227
1165,77323.37356309714
1166,134247.72094209553
1167,95238.32038686046
1168,131170.73932813999
1169,216951.13279642983
1170,255723.88605464954
1171,105140.981887789
1172,227220.1391914827
1173,170221.1164945696
1174,140789.3709679734
1175,319268.92344853695
1176,70365.5341015318
1177,79863.7000327296
1178,87867.18131509692
1179,103241.91619795428
1180,141511.81062418057
1181,160845.17202459037
1182,46566.99695701336
1183,214342.05345326854
1184,100929.99944703552
1185,128899.81625975526
1186,139969.25499470695
1187,74563.18513330548
1188,37850.04100711956
1189,109129.14643177282
1190,266656.84210371267
1191,110223.05235138383
1192,177904.03409374366
1193,62534.80225381985
1194,173207.70562697892
1195,144805.91134037767
1196,106195.96020388794
1197,159205.56898714873
1198,57780.15369752403
1199,83404.54421357061
1200,170483.75612958122
1201,121398.02513188639
1202,283094.8724824781
1203,84046.55968938048
1204,64875.27375676733
1205,133514.34670042203
1206,109049.60561528108
1207,97782.89183829167
1208,99467.09977717829
1209,89489.47371182112
1210,116947.00663363723
1211,85829.5026047799
1212,121485.19221681062
1213,134946.5274967579
1214,132800.47721459199
1215,71217.83095196936
1216,266454.5602199917
1217,75580.30409562535
1218,134919.49877224758
1219,109636.13138996898
1220,79094.27000229896
1221,66307.01686808726
1222,279927.4054019285
1223,86791.41279958413
1224,132918.2522276795
1225,107476.3867298499
1226,74631.51991520153
1227,126682.59335498742
1228,198704.02008416542
1229,90451.05937260446
1230,233330.12061407385
1231,59359.876846195315
1232,130984.11728638673
1233,126288.41762217574
1234,128934.6895706432
1235,106192.80947746
1236,124863.52593469666
1237,118634.78623198687
1238,81820.265267703
1239,271501.5077123865
1240,83743.0158912374
1241,200935.73896697108
1242,137114.97769422157
1243,230422.15790657193
1244,227442.24181151713
1245,277379.8033981877
1246,182349.8807919353
1247,140623.34512134123
1248,66776.32824570622
1249,81865.32121575312
1250,112646.58597074926
1251,141941.1850268843
1252,106802.42279936893
1253,157849.20449202007
1254,72469.08951487853
1255,268188.32668619783
1256,197436.11621099385
1257,108888.00315993426
1258,77836.25573987245
1259,64907.2515216991
1260,112171.44090551579
1261,111105.95498130779
1262,69115.78263570381
1263,143772.24924220782
1264,105504.34486266163
1265,121240.86734688816
1266,65780.51764569437
1267,56534.178457304544
1268,174623.80637479207
1269,75852.57781468079
1270,65816.18593977747
1271,50158.449603409754
1272,159129.6424176116
1273,67984.6924162666
1274,114334.15330909248
1275,54431.335760896734
1276,87648.92435245277
1277,98157.65314555829
1278,228924.05830768583
1279,87904.39332061475
1280,112861.7931209154
1281,63254.10243242189
1282,81735.41646658842
1283,145985.74307713375
1284,331959.9916584927
1285,592521.931796607
1286,104023.56608063799
1287,53345.89307780594
1288,135601.35835028367
1289,72483.69847622722
1290,92544.15184701775
1291,52544.22638685801
1292,96790.41230053846
1293,161365.29850988876
1294,101174.68939196928
1295,58519.69699836621
1296,71974.94042825303
1297,136118.68529025544
1298,85762.5316180578
1299,91792.89601662722
1300,146372.5965639204
1301,127482.30930532338
1302,70843.66940238376
1303,133307.17816120363
1304,77119.90633979444
1305,240422.4020239745
1306,68736.4312765837
1307,132098.4765017562
1308,181724.75995552397
1309,123965.74064656434
1310,153769.57134876982
1311,52339.472495646914
1312,267481.79633889056
1313,110384.36143890544
1314,161067.72844564845
1315,172450.8679654667
1316,137162.4227143437
1317,110586.80552415687
1318,187537.2437729643
1319,105732.03736015987
1320,90127.96476351377
1321,77075.83890487824
1322,46374.687778901854
1323,139929.48400607688
1324,239038.4277958806
1325,154772.0167819479
1326,127323.63413923256
1327,96286.61285872111
1328,82152.92029868507
1329,138125.24445400923
1330,149247.3111578895
1331,100722.63832477127
1332,273101.79505183606
1333,200146.0024048617
1334,120264.29305217168
1335,208399.34862307203
1336,48456.22085399284
1337,131181.3636272184
1338,170815.10522105466
1339,86741.64136521932
1340,213874.0141097208
1341,79028.68003346167
1342,153107.54684889285
1343,98542.6953147695
1344,70189.61710052443
1345,315094.1805935903
1346,196669.33820716554
1347,97904.44049439531
1348,109002.06296457032
1349,76247.2264794142
1350,170972.17826773372
1351,112367.90670117077
1352,121033.80151523548
1353,83769.80165870048
1354,156044.15416609473
1355,211237.69419342896
1356,140663.01781300778
1357,51925.633820406685
1358,245398.48366529992
1359,76298.49615658697
1360,101317.47781982133
1361,127343.65254973758
1362,59349.0157830851
1363,253166.9715849506
1364,133482.51108328428
